"RecordID","CompanyName","CompanyOwner","CreateDate","PhoneNumber","City","CountryRegion","Industry","AnnualRevenue","CloseDate","FirstDealCreatedDate","LifecycleStage","PostalCode","RecentDealAmount","RecentDealCloseDate","StreetAddress","StreetAddress2","TimeZone","TotalMoneyRaised","Totalopendealvalue","AdditionalDomains"
"9366673837","Izio","David Nachmann","2022-08-12 11:50","(408) 5024191","San Jose","United States","Computer Software","10000000","2011-11-21 00:00","2022-08-12 12:23","Customer","95155","","","7808 Sloan Crossing","STE 207","America/Los_Angeles","","3182.0",""
"9366401883","Edgeclub","David Nachmann","2022-08-12 11:50","(405) 3785266","","","Insurance","","2022-08-12 12:23","2022-08-12 12:23","Customer","","","","","","","","",""
"9366693754","Voonix","David Nachmann","2022-08-12 11:50","(402) 8058172","Omaha","United States","Mechanical or Industrial Engineering","","2006-07-21 00:00","2003-10-20 00:00","Customer","68179","4051.0","2006-07-21 00:00","92 Eagle Crest Crossing","","","","",""
"9366406007","Viva","David Nachmann","2022-08-12 11:50","(360) 7246036","","Hong Kong","Renewables & Environment","248000.0","2002-06-21 00:00","2001-10-21 00:00","Customer","","","","","","Asia/Hong_Kong","","",""
"9366410134","Skyba","David Nachmann","2022-08-12 11:50","(336) 6329839","Greensboro","United States","Warehousing","345000.0","2003-04-21 00:00","2022-08-12 12:23","Opportunity","27499","","","6230 Oriole Park","","","","",""
"9366410132","Dabtype","David Nachmann","2022-08-12 11:50","(336) 3821408","Greensboro","United States","Computer Hardware","348000.0","2022-08-12 12:18","2007-02-20 00:00","Customer","27415","","","95 Sunfield Park","","","","",""
"9366367589","Lazzy","David Nachmann","2022-08-12 11:50","(334) 8454106","Montgomery","United States","Utilities","","2007-04-20 00:00","2004-02-21 00:00","Customer","36119","3309.0","2007-04-20 00:00","2 Bartelt Circle","","America/New_York","","",""
"9366717854","Npath","David Nachmann","2022-08-12 11:50","(330) 1680091","Akron","United States","Machinery","","2005-03-21 00:00","2004-09-21 00:00","Customer","44321","","","74258 Hanover Trail","","America/Edmonton","","9763.0",""
"9366689843","Youtags","David Nachmann","2022-08-12 11:50","(323) 9973141","Pasadena","United States","Business Supplies and Equipment","761000.0","2010-12-21 00:00","2005-10-21 00:00","Customer","91103","","","7 Anthes Terrace","","","","7686.0",""
"9366375428","Jamia","David Nachmann","2022-08-12 11:50","(315) 4476962","Syracuse","United States","Computer Software","152000.0","","","","13210","","","292 Mandrake Pass","","","471000","",""
"9366689834","Cogilith","David Nachmann","2022-08-12 11:50","(314) 8991266","","","Telecommunications","826000.0","2012-01-21 00:00","2009-05-21 00:00","Customer","","","","","","","","",""
"9366705669","Yombu","David Nachmann","2022-08-12 11:50","(314) 6122393","Saint Louis","United States","Investment Banking","10000000","2009-06-21 00:00","2022-08-12 12:23","Customer","63131","2807.0","2009-06-21 00:00","72673 Lukken Avenue","","America/New_York","200000","",""
"9366721587","Zoomcast","David Nachmann","2022-08-12 11:50","(312) 4924911","","","Business Supplies and Equipment","","2004-01-20 00:00","2022-08-12 12:23","Opportunity","","","","","","","","",""
"9366709670","Mita","David Nachmann","2022-08-12 11:50","(310) 8103564","Los Angeles","United States","Accounting","961000.0","2008-01-21 00:00","2009-04-21 00:00","Customer","90040","","","048 Garrison Court","","","","",""
"9366709669","Realbridge","David Nachmann","2022-08-12 11:50","(309) 9998359","Peoria","United States","Wholesale","202000.0","","2022-08-12 12:23","Opportunity","61629","","","1187 Clarendon Plaza","","","","",""
"9366398360","Feedfire","David Nachmann","2022-08-12 11:50","(309) 3366570","Peoria","United States","Wholesale","683000.0","","2022-08-12 12:23","Opportunity","61605","","","3 Northview Center","","","","",""
"9366717833","Pixope","David Nachmann","2022-08-12 11:50","(304) 6257544","","","Machinery","250000.0","","","","","","","","","","","",""
"9366395165","Thoughtsphere","David Nachmann","2022-08-12 11:50","(303) 9291157","Santa Clara","United States","Computer Networking","10000000","2001-02-21 00:00","2009-06-21 00:00","Customer","95054","","","2901 Tasman Drive","","America/Los_Angeles","","828.0",""
"9366677557","Eire","David Nachmann","2022-08-12 11:50","(303) 2969330","Denver","United States","Wireless","581000.0","2008-05-21 00:00","2022-08-12 12:23","Customer","80249","4403.0","2008-05-21 00:00","658 Mendota Way","","","","2031.0",""
"9366709675","Wordpedia","David Nachmann","2022-08-12 11:50","(301) 8273789","Hyattsville","United States","Biotechnology","240000.0","2009-04-20 00:00","2010-11-20 00:00","Customer","20784","","","93 Armistice Hill","","","","997.0",""
"9366705665","Avaveo","David Nachmann","2022-08-12 11:50","(281) 3855079","","","Consumer Goods","869000.0","2010-11-21 00:00","2009-04-21 00:00","Customer","","4253.0","2010-11-21 00:00","","","","","3340.0",""
"9366701843","Yamia","David Nachmann","2022-08-12 11:50","(267) 4728174","Levittown","United States","Telecommunications","","2005-10-21 00:00","2004-06-21 00:00","Opportunity","19058","","","1 Corben Pass","","","","",""
"9366705673","Topicstorm","David Nachmann","2022-08-12 11:50","(260) 4914030","Fort Wayne","United States","Utilities","978000.0","","2012-03-21 00:00","Opportunity","46805","","","54 Village Green Place","","","","",""
"9366367578","Skiba","David Nachmann","2022-08-12 11:50","(253) 4287399","Tacoma","United States","Utilities","678000.0","2010-07-21 00:00","2004-05-20 00:00","Customer","98464","2570.0","2010-07-21 00:00","42481 Bluestem Street","","America/Los_Angeles","","",""
"9366363972","Yodoo","David Nachmann","2022-08-12 11:50","(253) 2864445","Tacoma","United States","Medical Devices","","2010-12-21 00:00","2002-07-21 00:00","Customer","98464","2367.0","2010-12-21 00:00","5509 Shoshone Junction","","","","3233.0",""
"9366375429","Pixonyx","David Nachmann","2022-08-12 11:50","(251) 6978264","Mobile","United States","Warehousing","","","2009-04-21 00:00","Opportunity","36641","","","123 Sullivan Pass","","","","",""
"9366673832","Gabtype","David Nachmann","2022-08-12 11:50","(239) 6003142","","","Telecommunications","743000.0","","2003-08-20 00:00","Opportunity","","","","","","","","",""
"9366673828","InnoZ","David Nachmann","2022-08-12 11:50","(225) 6294253","","United States","Investment Banking","362000.0","2006-02-21 00:00","2010-01-21 00:00","Customer","","997.0","2006-02-21 00:00","","","","","",""
"9366398370","Jaxworks","David Nachmann","2022-08-12 11:50","(216) 4554942","Jacksonville","United States","Renewables & Environment","140000.0","","2010-04-20 00:00","Opportunity","32258","","","11685 Big Bayou Drive","","America/New_York","","4679.0",""
"9366689845","Wikibox","David Nachmann","2022-08-12 11:50","(215) 4514366","Philadelphia","United States","Semiconductors","889000.0","2002-10-20 00:00","2006-09-20 00:00","Opportunity","19151","","","94698 Park Meadow Lane","","","","3537.0",""
"9366728824","Photobug","David Nachmann","2022-08-12 11:50","(214) 1932294","","","Business Supplies and Equipment","749000.0","","2022-08-12 12:23","Opportunity","","","","","","","","",""
"9366709667","Feednation","David Nachmann","2022-08-12 11:50","(212) 8328987","Brooklyn","United States","Warehousing","","2003-01-20 00:00","2022-08-12 12:23","Customer","11247","","","2 Nevada Terrace","","","181000","",""
"9366740775","Topdrive","David Nachmann","2022-08-12 11:50","(212) 7883452","New York City","United States","Security and Investigations","166000.0","2005-10-21 00:00","2022-08-12 12:23","Opportunity","10090","","","91777 Farwell Way","","","486000","",""
"9366709681","Edgepulse","David Nachmann","2022-08-12 11:50","(212) 3648419","Jamaica","United States","Consumer Goods","710000.0","2009-07-20 00:00","2022-08-12 12:23","Opportunity","11499","","","98044 Loomis Crossing","","","","",""
"9366693774","Rooxo","David Nachmann","2022-08-12 11:50","(210) 8166340","San Antonio","United States","Business Supplies and Equipment","310000.0","2005-08-20 00:00","2007-09-21 00:00","Customer","78210","","","7 Crescent Oaks Street","","","","",""
"9366681753","Ooba","David Nachmann","2022-08-12 11:50","(207) 1231811","Portland","United States","Retail","665000.0","","2011-10-20 00:00","Opportunity","4109","","","425 Marcy Lane","","","","",""
"9366686485","Brainsphere","David Nachmann","2022-08-12 11:50","(206) 8451681","","Ireland","Computer & Network Security","853000.0","2022-08-12 12:18","2022-08-12 12:23","Customer","","","","","","","","",""
"9366410124","Browsetype","David Nachmann","2022-08-12 11:50","(206) 7137900","Seattle","United States","Medical Devices","170000.0","2012-04-21 00:00","2011-03-21 00:00","Opportunity","98175","","","647 Namekagon Drive","","","56000","",""
"9366717842","Blogpad","David Nachmann","2022-08-12 11:50","(203) 6781340","Norwalk","United States","Venture Capital & Private Equity","533000.0","2003-10-21 00:00","2002-09-21 00:00","Opportunity","6859","","","72102 Dryden Terrace","","","","",""
"9366673826","Mydo","David Nachmann","2022-08-12 11:50","(202) 9264623","Washington","United States","Biotechnology","983000.0","2010-12-20 00:00","2004-09-21 00:00","Customer","20470","589.0","2010-12-20 00:00","14584 Independence Alley","","","35000","249.0",""
"9366398361","Leenti","David Nachmann","2022-08-12 11:50","(202) 7989747","Washington","United States","Computer Software","679000.0","2010-02-20 00:00","2022-08-12 12:23","Opportunity","20503","","","479 Monica Point","","","","",""
"9366709788","Zoozzy","David Nachmann","2022-08-12 11:50","","Alpharetta","United States","","366000.0","","2012-04-21 00:00","Opportunity","30022","","","78 Manufacturers Circle","","","","2983.0",""
"9366372246","Zoovu","David Nachmann","2022-08-12 11:50","","Houston","United States","Computer Software","147000.0","2004-12-20 00:00","2004-10-21 00:00","Opportunity","77055","","","56308 Granby Junction","","America/New_York","","875.0",""
"9366721597","Zava","David Nachmann","2022-08-12 11:50","","Caracas","Venezuela, Bolivarian Republic of","","504000.0","2001-10-21 00:00","2001-10-21 00:00","Customer","1073","357.0","2001-10-21 00:00","","","America/Caracas","","",""
"9366709761","Zoonoodle","David Nachmann","2022-08-12 11:50","","San Diego","United States","","669000.0","2001-01-22 00:00","2022-08-12 12:23","Opportunity","92127","","","965 Loeprich Park","","","","",""
"9366705668","Zooveo","David Nachmann","2022-08-12 11:50","","San Luis Obispo","United States","","291000.0","2011-05-21 00:00","2010-10-21 00:00","Customer","93407","","","57 Kings Plaza","","","","935.0",""
"9366372199","Yoveo","David Nachmann","2022-08-12 11:50","","Sarasota","United States","","179000.0","2005-07-21 00:00","2004-03-21 00:00","Customer","34238","2935.0","2005-07-21 00:00","1 High Crossing Place","","Europe/Zurich","","",""
"9366693760","Yotz","David Nachmann","2022-08-12 11:50","","Odessa","United States","","699000.0","2001-04-22 00:00","2012-06-21 00:00","Opportunity","79764","","","33100 Bobwhite Trail","","","193000","",""
"9366681748","Yodo","David Nachmann","2022-08-12 11:50","","Monticello","United States","","","2001-11-22 00:00","2008-10-20 00:00","Customer","55585","3263.0","2001-11-22 00:00","8093 Redwing Street","","","","3035.0",""
"9366410106","Yakitri","David Nachmann","2022-08-12 11:50","","","","","644000.0","2011-12-21 00:00","2022-08-12 12:23","Customer","","4085.0","2011-12-21 00:00","","","","","4953.0",""
"9366401874","Yata","David Nachmann","2022-08-12 11:50","","Tulsa","United States","","964000.0","","2022-08-12 12:23","Opportunity","74133","","","567 Lukken Park","","","","",""
"9366372205","Wordtune","David Nachmann","2022-08-12 11:50","","Honolulu","United States","","786000.0","2007-12-20 00:00","2001-12-21 00:00","Opportunity","96845","","","62 Eastlawn Drive","","","","2475.0",""
"9366717853","Twitterlist","David Nachmann","2022-08-12 11:50","","Dallas","United States","","235000.0","2010-10-20 00:00","2005-05-20 00:00","Opportunity","75277","","","2838 Eagle Crest Parkway","","","","",""
"9366677592","Vimbo","David Nachmann","2022-08-12 11:50","","Bloomington","United States","","272000.0","2006-10-21 00:00","2002-08-20 00:00","Customer","61709","423.0","2006-10-21 00:00","60 Almo Plaza","","","","1955.0",""
"9366375432","Twitternation","David Nachmann","2022-08-12 11:50","","Los Angeles","United States","","262000.0","2004-02-20 00:00","2007-12-20 00:00","Opportunity","90065","","","0283 Susan Lane","","","","",""
